cust_id,총구매액,구매건수,평균구매액,최대구매액,구매상품종류1,구매상품종류2,구매상품종류3,봄구매비율,여름구매비율,가을구매비율,겨울구매비율,환불금액,환불건수,주구매상품,주구매지점
29,2156050,11,196005.0,630000,6,7,4,0.36363636363636365,0.0,0.0,0.6363636363636364,,,가공식품,잠실점
30,200934660,75,2679129.0,12835200,44,32,19,0.24,0.16,0.44,0.16,,,시티웨어,관악점
31,355200,4,88800.0,259200,2,4,1,0.0,0.75,0.25,0.0,,,가공식품,분당점
32,480431110,518,927473.0,46440000,189,107,37,0.31467181467181465,0.24324324324324326,0.28185328185328185,0.16023166023166024,4773700.0,3.0,기타,미아점
33,38068520,43,885314.0,7935000,25,22,14,0.0,0.0,0.8604651162790697,0.13953488372093023,13930000.0,3.0,기타,강남점
34,19296840,14,1378346.0,15900000,10,10,9,0.14285714285714285,0.35714285714285715,0.07142857142857142,0.42857142857142855,15900000.0,1.0,피혁잡화,잠실점
35,190634260,795,239792.0,20284000,151,84,29,0.19371069182389938,0.23773584905660378,0.29056603773584905,0.2779874213836478,82168800.0,34.0,기타,일산점
36,16328000,4,4082000.0,15130000,3,4,4,1.0,0.0,0.0,0.0,,,가구,분당점
37,105878600,37,2861584.0,28900000,21,20,12,0.24324324324324326,0.10810810810810811,0.4594594594594595,0.1891891891891892,22960000.0,3.0,기타,대전점
38,9850000,3,3283333.0,5750000,2,2,2,0.3333333333333333,0.6666666666666666,0.0,0.0,,,화장품,본  점
39,189885800,48,3955954.0,29673000,20,13,11,0.22916666666666666,0.20833333333333334,0.16666666666666666,0.3958333333333333,20723000.0,5.0,디자이너,부산본점
40,680977340,137,4970638.0,43240000,55,42,23,0.3722627737226277,0.3357664233576642,0.058394160583941604,0.23357664233576642,,,화장품,본  점
41,10512000,5,2102400.0,9750000,4,5,4,0.0,0.4,0.2,0.4,,,수산품,본  점
42,58757280,34,1728155.0,8668800,23,22,14,0.20588235294117646,0.4411764705882353,0.20588235294117646,0.14705882352941177,,,디자이너,강남점
43,26561200,16,1660075.0,11875000,5,7,4,0.3125,0.25,0.4375,0.0,,,가공식품,분당점
44,88142300,51,1728280.0,27764000,37,28,18,0.1568627450980392,0.11764705882352941,0.43137254901960786,0.29411764705882354,250000.0,1.0,기타,강남점
45,6895950,57,120982.0,2050000,11,10,6,0.2631578947368421,0.21052631578947367,0.3684210526315789,0.15789473684210525,,,기타,본  점
46,3677000,5,735400.0,3476000,4,3,3,0.2,0.0,0.0,0.8,,,차/커피,본  점
47,7273000,21,346333.0,2205000,10,17,10,0.5238095238095238,0.09523809523809523,0.38095238095238093,0.0,,,가공식품,강남점
48,115107880,198,581353.0,12500000,75,63,24,0.2676767676767677,0.37373737373737376,0.13131313131313133,0.22727272727272727,12085000.0,5.0,기타,본  점
49,12810920,116,110439.0,870870,32,21,9,0.04310344827586207,0.3793103448275862,0.3706896551724138,0.20689655172413793,,,농산물,관악점
50,35338450,31,1139950.0,8125000,23,22,14,0.06451612903225806,0.0967741935483871,0.22580645161290322,0.6129032258064516,,,캐주얼,광주점
51,13461000,3,4487000.0,9384000,3,3,3,0.6666666666666666,0.0,0.0,0.3333333333333333,,,남성 캐주얼,잠실점
52,13926390,70,198948.0,4050000,18,19,9,0.014285714285714285,0.34285714285714286,0.22857142857142856,0.4142857142857143,,,가공식품,본  점
53,4225000,1,4225000.0,4225000,1,1,1,0.0,0.0,0.0,1.0,,,화장품,본  점
54,157292300,352,446853.0,37113600,101,66,27,0.26136363636363635,0.23295454545454544,0.2897727272727273,0.2159090909090909,8989500.0,8.0,농산물,청량리점
55,125864310,67,1878572.0,54000000,31,33,19,0.16417910447761194,0.40298507462686567,0.14925373134328357,0.2835820895522388,,,가공식품,안양점
56,133636010,83,1610072.0,16000000,28,23,15,0.2891566265060241,0.2891566265060241,0.21686746987951808,0.20481927710843373,,,기타,본  점
57,438046180,50,8760924.0,48489000,11,9,7,0.3,0.32,0.32,0.06,28371000.0,2.0,시티웨어,잠실점
58,2023500,8,252938.0,329000,2,2,2,0.25,0.125,0.25,0.375,,,가공식품,본  점
59,99215700,73,1359119.0,34000000,34,24,15,0.2602739726027397,0.1506849315068493,0.1917808219178082,0.3972602739726027,64691600.0,7.0,가공식품,잠실점
60,3151200,5,630240.0,2544000,4,4,4,0.0,0.8,0.0,0.2,,,차/커피,잠실점
61,1062500,2,531250.0,2125000,1,1,1,1.0,0.0,0.0,0.0,1062500.0,1.0,섬유잡화,영등포점
62,2178000,1,2178000.0,2178000,1,1,1,0.0,0.0,0.0,1.0,,,명품,본  점
63,391890,7,55984.0,187000,5,6,4,1.0,0.0,0.0,0.0,,,농산물,본  점
64,16728810,47,355932.0,2875000,22,25,16,0.2765957446808511,0.44680851063829785,0.10638297872340426,0.1702127659574468,,,농산물,분당점
65,125714630,174,722498.0,14335000,72,42,20,0.12643678160919541,0.3275862068965517,0.367816091954023,0.1781609195402299,4013000.0,3.0,기타,관악점
66,139274290,56,2487041.0,21420000,34,34,21,0.5,0.07142857142857142,0.30357142857142855,0.125,,,기타,부산본점
67,1062000,1,1062000.0,1062000,1,1,1,0.0,1.0,0.0,0.0,,,화장품,본  점
68,611347440,76,8044045.0,54427200,31,26,20,0.39473684210526316,0.2236842105263158,0.3026315789473684,0.07894736842105263,,,화장품,대전점
69,1416950,3,472317.0,1026000,2,3,2,0.0,0.3333333333333333,0.6666666666666666,0.0,,,가공식품,일산점
70,142850,1,142850.0,142850,1,1,1,0.0,1.0,0.0,0.0,,,육류,청량리점
71,70633210,103,685759.0,13970000,54,40,20,0.1262135922330097,0.2524271844660194,0.32038834951456313,0.30097087378640774,23530000.0,9.0,기타,본  점
72,6194090,20,309704.0,1656000,10,10,6,0.05,0.0,0.9,0.05,,,농산물,부평점
73,169350,7,24193.0,72000,4,5,4,0.0,1.0,0.0,0.0,,,기타,안양점
74,31871970,33,965817.0,10750000,15,13,10,0.2727272727272727,0.3333333333333333,0.30303030303030304,0.09090909090909091,12581000.0,8.0,농산물,부산본점
75,2727500,3,909167.0,2280000,3,3,3,0.0,0.6666666666666666,0.0,0.3333333333333333,,,차/커피,부평점
76,14219880,37,384321.0,2415000,12,13,10,0.4864864864864865,0.35135135135135137,0.16216216216216217,0.0,,,젓갈/반찬,본  점
77,8892400,4,2223100.0,3845600,3,4,3,0.0,0.0,0.0,1.0,,,시티웨어,잠실점
78,27071500,10,2707150.0,12712000,7,6,4,0.0,1.0,0.0,0.0,3220000.0,1.0,명품,본  점
79,8257780,31,266380.0,4370000,14,13,7,0.6451612903225806,0.2903225806451613,0.0,0.06451612903225806,,,기타,본  점
80,251917560,91,2768325.0,20250000,49,38,20,0.23076923076923078,0.06593406593406594,0.5494505494505495,0.15384615384615385,9406000.0,2.0,가공식품,일산점
81,20532000,9,2281333.0,8428000,5,5,5,0.6666666666666666,0.0,0.0,0.3333333333333333,,,아동,잠실점
82,58591230,27,2170046.0,21168000,24,18,12,0.2222222222222222,0.37037037037037035,0.4074074074074074,0.0,,,캐주얼,본  점
83,3322720,15,221515.0,1104000,9,10,9,0.26666666666666666,0.4666666666666667,0.0,0.26666666666666666,,,농산물,분당점
84,279508490,53,5273745.0,117760000,35,29,17,0.09433962264150944,0.5094339622641509,0.24528301886792453,0.1509433962264151,117760000.0,1.0,골프,분당점
85,751611990,552,1361616.0,32620000,154,94,28,0.20471014492753623,0.2391304347826087,0.20833333333333334,0.34782608695652173,41438600.0,24.0,아동,대전점
86,234389170,140,1674208.0,29760000,59,44,22,0.2642857142857143,0.4,0.12142857142857143,0.21428571428571427,7528400.0,3.0,화장품,강남점
87,96643910,83,1164384.0,17688000,42,35,20,0.2289156626506024,0.3373493975903614,0.18072289156626506,0.25301204819277107,4274000.0,2.0,기타,본  점
88,379640600,29,13091055.0,80000000,16,12,9,0.1724137931034483,0.27586206896551724,0.2413793103448276,0.3103448275862069,,,시티웨어,미아점
89,6072000,1,6072000.0,6072000,1,1,1,1.0,0.0,0.0,0.0,,,디자이너,잠실점
90,1805890,28,64496.0,299000,20,16,8,0.03571428571428571,0.0,0.07142857142857142,0.8928571428571429,,,가공식품,잠실점
91,2634000,2,1317000.0,2574000,2,2,2,0.0,0.5,0.5,0.0,,,액세서리,부평점
92,5420000,6,903333.0,4840000,3,5,4,0.0,0.0,0.0,1.0,4838400.0,1.0,피혁잡화,본  점
93,341823670,222,1539746.0,42960000,84,75,29,0.17117117117117117,0.18018018018018017,0.38738738738738737,0.26126126126126126,57549800.0,10.0,농산물,동래점
94,140718960,65,2164907.0,15686000,36,36,21,0.06153846153846154,0.2153846153846154,0.35384615384615387,0.36923076923076925,,,화장품,본  점
95,8960000,4,2240000.0,8601600,2,2,2,0.0,1.0,0.0,0.0,2975000.0,1.0,시티웨어,부산본점
96,3940150,6,656692.0,3250000,5,5,5,0.16666666666666666,0.8333333333333334,0.0,0.0,,,기타,관악점
97,483229330,167,2893589.0,22750000,60,50,21,0.23952095808383234,0.2934131736526946,0.1377245508982036,0.32934131736526945,,,시티웨어,영등포점
98,5430250,5,1086050.0,4387500,4,4,4,0.0,0.4,0.0,0.6,,,기타,본  점
99,109816000,17,6459765.0,77040000,11,9,9,0.0,0.7647058823529411,0.23529411764705882,0.0,3080000.0,1.0,피혁잡화,본  점
100,55995890,24,2333162.0,34970000,14,15,11,0.20833333333333334,0.2916666666666667,0.0,0.5,735000.0,1.0,기타,본  점
101,9940000,4,2485000.0,3860000,3,3,2,0.25,0.0,0.0,0.75,,,섬유잡화,분당점
102,156000,2,78000.0,143000,1,2,2,0.0,0.0,0.0,1.0,,,차/커피,본  점
103,83750,8,10469.0,24000,1,4,2,1.0,0.0,0.0,0.0,,,가공식품,영등포점
104,81684500,8,10210562.0,20700000,7,8,8,0.375,0.0,0.0,0.625,,,디자이너,본  점
105,80790610,47,1718949.0,28203000,27,26,13,0.1702127659574468,0.0,0.3404255319148936,0.48936170212765956,,,가공식품,일산점
106,4104220,40,102606.0,420000,15,18,5,0.0,0.925,0.075,0.0,,,가공식품,본  점
107,6284000,5,1256800.0,2990000,4,5,4,0.2,0.0,0.6,0.2,,,구두,본  점
108,96289740,83,1160117.0,12988800,35,27,19,0.1686746987951807,0.13253012048192772,0.4457831325301205,0.25301204819277107,,,일용잡화,포항점
109,316486800,136,2327109.0,92225000,40,37,21,0.21323529411764705,0.2867647058823529,0.3161764705882353,0.18382352941176472,26732400.0,5.0,기타,잠실점
110,25914480,20,1295724.0,19750000,14,15,12,0.45,0.1,0.1,0.35,,,농산물,잠실점
111,37189800,5,7437960.0,28534000,4,4,4,0.4,0.4,0.0,0.2,,,디자이너,강남점
112,46113120,90,512368.0,9750000,36,36,17,0.18888888888888888,0.24444444444444444,0.2777777777777778,0.28888888888888886,,,가공식품,본  점
113,17856000,5,3571200.0,8640000,3,4,4,0.4,0.0,0.2,0.4,,,기타,잠실점
114,272000,1,272000.0,272000,1,1,1,1.0,0.0,0.0,0.0,,,일용잡화,본  점
115,44727800,103,434250.0,16800000,48,34,16,0.3592233009708738,0.08737864077669903,0.0970873786407767,0.4563106796116505,,,기타,분당점
116,300650,4,75162.0,110110,3,3,2,1.0,0.0,0.0,0.0,,,농산물,잠실점
117,71169570,46,1547165.0,17049600,30,24,11,0.13043478260869565,0.4782608695652174,0.06521739130434782,0.32608695652173914,,,가공식품,본  점
118,228654470,185,1235970.0,30000000,77,52,23,0.23783783783783785,0.33513513513513515,0.2594594594594595,0.16756756756756758,45308500.0,10.0,기타,노원점
119,1143100,2,571550.0,1093400,1,2,1,0.0,0.0,1.0,0.0,,,시티웨어,광주점
120,1400500,14,100036.0,546000,7,6,6,0.9285714285714286,0.0,0.0,0.07142857142857142,,,가공식품,미아점
121,5902000,5,1180400.0,2838000,5,4,4,0.0,1.0,0.0,0.0,,,디자이너,분당점
122,3087000,3,1029000.0,1587000,2,3,3,0.0,1.0,0.0,0.0,,,셔츠,영등포점
123,5619650,5,1123930.0,5392800,4,4,4,0.0,0.0,0.0,1.0,,,기타,안양점
124,79891750,34,2349757.0,19650000,24,21,11,0.0,0.11764705882352941,0.8235294117647058,0.058823529411764705,,,아동,부산본점
125,16258000,11,1478000.0,7750000,8,7,6,0.18181818181818182,0.36363636363636365,0.18181818181818182,0.2727272727272727,,,수산품,영등포점
126,169669150,59,2875748.0,26750000,29,21,16,0.3389830508474576,0.4067796610169492,0.1694915254237288,0.0847457627118644,,,화장품,본  점
127,122353300,62,1973440.0,30240000,23,27,17,0.12903225806451613,0.22580645161290322,0.3548387096774194,0.2903225806451613,45000.0,4.0,캐주얼,일산점
128,27184590,87,312467.0,5006400,37,30,15,0.04597701149425287,0.3103448275862069,0.5057471264367817,0.13793103448275862,6285300.0,4.0,가공식품,미아점
129,41175940,50,823519.0,11520000,24,25,15,0.18,0.06,0.32,0.44,7791000.0,4.0,기타,대전점
130,27546070,51,540119.0,13420000,22,25,10,0.13725490196078433,0.0392156862745098,0.7843137254901961,0.0392156862745098,,,가공식품,잠실점
131,155416710,176,883049.0,20265760,56,41,15,0.1590909090909091,0.16477272727272727,0.23863636363636365,0.4375,,,기타,대전점
132,350841000,87,4032655.0,44895600,31,26,16,0.13793103448275862,0.1839080459770115,0.26436781609195403,0.41379310344827586,3960000.0,1.0,명품,잠실점
133,369263020,467,790713.0,128315850,159,99,31,0.2462526766595289,0.3640256959314775,0.23554603854389722,0.15417558886509636,5107000.0,2.0,기타,본  점
134,3718000,1,3718000.0,3718000,1,1,1,0.0,1.0,0.0,0.0,,,주방가전,잠실점
135,35873850,31,1157221.0,5256000,22,23,15,0.12903225806451613,0.3548387096774194,0.5161290322580645,0.0,,,기타,잠실점
136,52976440,285,185882.0,6850000,62,44,20,0.22807017543859648,0.2807017543859649,0.2631578947368421,0.22807017543859648,,,가공식품,분당점
137,12000,1,12000.0,12000,1,1,1,0.0,0.0,0.0,1.0,,,수산품,본  점
138,208000,9,23111.0,954000,4,4,4,0.0,1.0,0.0,0.0,1007000.0,2.0,기타,강남점
139,3264000,7,466286.0,836000,3,3,2,0.0,0.14285714285714285,0.2857142857142857,0.5714285714285714,,,섬유잡화,본  점
140,336000,1,336000.0,336000,1,1,1,0.0,0.0,0.0,1.0,,,주방용품,본  점
141,44711400,66,677445.0,16416000,27,29,16,0.07575757575757576,0.3484848484848485,0.36363636363636365,0.21212121212121213,16691800.0,9.0,차/커피,본  점
142,18068400,2,9034200.0,15750000,2,2,2,0.5,0.5,0.0,0.0,,,주방가전,본  점
143,7556680,76,99430.0,624000,21,20,8,0.0,0.5394736842105263,0.4605263157894737,0.0,,,가공식품,본  점
144,1444000,8,180500.0,840000,6,8,5,0.5,0.125,0.125,0.25,,,농산물,본  점
145,304783000,94,3242372.0,26250000,41,31,19,0.19148936170212766,0.09574468085106383,0.2127659574468085,0.5,18041000.0,6.0,화장품,본  점
146,7300400,13,561569.0,4176000,9,7,6,0.7692307692307693,0.07692307692307693,0.0,0.15384615384615385,,,기타,부산본점
147,36869860,8,4608732.0,25875000,6,5,5,0.25,0.5,0.125,0.125,,,디자이너,일산점
148,81239780,58,1400686.0,9765000,32,25,19,0.017241379310344827,0.43103448275862066,0.3620689655172414,0.1896551724137931,,,농산물,본  점
149,27862000,10,2786200.0,12240000,7,8,7,0.7,0.1,0.0,0.2,,,화장품,잠실점
150,72329000,26,2781885.0,25244800,8,18,8,0.038461538461538464,0.5384615384615384,0.19230769230769232,0.23076923076923078,,,시티웨어,대전점
151,16890450,21,804307.0,4599000,13,13,10,0.047619047619047616,0.5714285714285714,0.19047619047619047,0.19047619047619047,,,스포츠,창원점
152,159877920,67,2386238.0,41706000,24,23,15,0.14925373134328357,0.11940298507462686,0.5522388059701493,0.1791044776119403,43200000.0,8.0,디자이너,잠실점
153,337481650,830,406604.0,43620000,109,70,31,0.2746987951807229,0.25542168674698795,0.26867469879518074,0.20120481927710843,28124200.0,6.0,농산물,일산점
154,4009000,5,801800.0,1980000,3,3,3,0.6,0.4,0.0,0.0,,,시티웨어,청량리점
155,29622900,8,3702862.0,12240000,5,4,4,0.375,0.0,0.625,0.0,,,기타,영등포점
156,1848000,2,924000.0,1771000,1,2,1,0.0,0.0,1.0,0.0,,,건강식품,본  점
157,510000,1,510000.0,510000,1,1,1,1.0,0.0,0.0,0.0,,,육류,본  점
158,583828800,49,11914873.0,168000000,33,33,19,0.0,0.12244897959183673,0.6122448979591837,0.2653061224489796,120000.0,1.0,기타,잠실점
159,1980000,1,1980000.0,1980000,1,1,1,1.0,0.0,0.0,0.0,,,시티웨어,분당점
160,9580000,2,4790000.0,9196800,1,2,2,1.0,0.0,0.0,0.0,,,기타,본  점
161,285275820,162,1760962.0,91872000,57,50,26,0.17901234567901234,0.25925925925925924,0.2962962962962963,0.2654320987654321,26660000.0,7.0,농산물,잠실점
162,921000,2,460500.0,576000,2,2,2,0.0,0.0,1.0,0.0,,,일용잡화,본  점
163,76620,2,38310.0,45000,2,1,1,1.0,0.0,0.0,0.0,,,축산가공,영등포점
164,535194380,127,4214129.0,91872000,59,44,26,0.2755905511811024,0.2283464566929134,0.2992125984251969,0.1968503937007874,8687000.0,2.0,기타,본  점
165,40386100,40,1009652.0,17250000,26,22,13,0.425,0.05,0.475,0.05,2070000.0,2.0,농산물,분당점
166,74684500,45,1659656.0,7050000,27,24,15,0.17777777777777778,0.2,0.3111111111111111,0.3111111111111111,,,화장품,본  점
167,3132000,7,447429.0,3628800,4,5,4,0.0,0.8571428571428571,0.0,0.14285714285714285,3780000.0,2.0,구두,청량리점
168,292855700,143,2047942.0,48507000,61,49,27,0.32867132867132864,0.23776223776223776,0.23076923076923078,0.20279720279720279,50000.0,1.0,기타,노원점
169,4325800,5,865160.0,2543800,4,5,4,0.4,0.0,0.2,0.4,,,건강식품,강남점
170,10846000,3,3615333.0,5550000,3,3,3,0.6666666666666666,0.0,0.3333333333333333,0.0,,,디자이너,부산본점
171,182330270,194,939847.0,15272000,72,52,22,0.34536082474226804,0.18556701030927836,0.22164948453608246,0.24742268041237114,6050000.0,4.0,농산물,잠실점
172,266032800,82,3244302.0,42500000,23,24,19,0.15853658536585366,0.35365853658536583,0.43902439024390244,0.04878048780487805,42500000.0,1.0,기타,광주점
173,22557240,40,563931.0,15225000,25,27,12,0.15,0.125,0.05,0.675,15225000.0,1.0,가공식품,본  점
174,736000,2,368000.0,460000,1,2,1,1.0,0.0,0.0,0.0,,,화장품,잠실점
175,69219600,44,1573173.0,11088000,30,21,13,0.2727272727272727,0.11363636363636363,0.20454545454545456,0.4090909090909091,5891500.0,2.0,시티웨어,광주점
176,54252670,158,343371.0,11750000,46,32,17,0.3037974683544304,0.33544303797468356,0.10126582278481013,0.25949367088607594,20492400.0,11.0,기타,분당점
177,17581400,22,799155.0,3801600,10,14,10,0.09090909090909091,0.045454545454545456,0.22727272727272727,0.6363636363636364,1653600.0,4.0,화장품,센텀시티점
178,28912000,29,996966.0,7490000,10,14,7,0.06896551724137931,0.0,0.7586206896551724,0.1724137931034483,,,기타,강남점
179,1571800,6,261967.0,921600,5,5,4,0.0,0.0,1.0,0.0,,,차/커피,관악점
180,90790500,31,2928726.0,34270000,12,19,11,0.6774193548387096,0.25806451612903225,0.0,0.06451612903225806,1342000.0,1.0,가공식품,본  점
181,263885610,484,545218.0,11850000,122,77,30,0.26859504132231404,0.22520661157024793,0.22727272727272727,0.27892561983471076,1968200.0,2.0,기타,잠실점
182,7799000,3,2599667.0,5600000,2,3,3,0.0,0.0,1.0,0.0,,,기타,부산본점
183,15395900,21,733138.0,9125000,14,14,9,0.14285714285714285,0.14285714285714285,0.47619047619047616,0.23809523809523808,,,기타,잠실점
184,5134500,19,270237.0,2225000,12,11,9,0.7894736842105263,0.21052631578947367,0.0,0.0,4110200.0,4.0,캐주얼,부산본점
185,49173370,127,387192.0,5293400,50,41,21,0.14173228346456693,0.2047244094488189,0.48031496062992124,0.1732283464566929,936000.0,1.0,농산물,부산본점
186,457600470,243,1883130.0,141840000,61,48,23,0.18930041152263374,0.2674897119341564,0.3045267489711934,0.23868312757201646,11352000.0,6.0,기타,잠실점
187,246000,3,82000.0,150000,2,3,3,0.0,1.0,0.0,0.0,,,일용잡화,분당점
188,10321200,12,860100.0,12222000,9,9,8,0.0,0.0,0.0,1.0,10110600.0,3.0,주방용품,미아점
189,232374000,72,3227417.0,35901000,21,22,11,0.3055555555555556,0.2916666666666667,0.3055555555555556,0.09722222222222222,14255000.0,3.0,디자이너,본  점
190,196820,11,17893.0,56680,7,7,4,0.0,0.0,0.0,1.0,,,주류,노원점
191,31637550,17,1861032.0,4840000,9,8,7,0.6470588235294118,0.058823529411764705,0.17647058823529413,0.11764705882352941,,,화장품,분당점
192,93903550,75,1252047.0,22344000,38,34,15,0.49333333333333335,0.12,0.18666666666666668,0.2,,,가공식품,분당점
193,87388900,98,891723.0,20000000,48,44,20,0.21428571428571427,0.37755102040816324,0.16326530612244897,0.24489795918367346,2316000.0,5.0,가공식품,본  점
194,40341080,420,96050.0,5544000,54,34,13,0.0,0.23809523809523808,0.6214285714285714,0.14047619047619048,,,농산물,관악점
195,10062000,7,1437429.0,4185000,7,6,5,0.42857142857142855,0.42857142857142855,0.0,0.14285714285714285,,,주방용품,분당점
196,87684100,88,996410.0,10900000,44,31,21,0.2727272727272727,0.2840909090909091,0.20454545454545456,0.23863636363636365,29805400.0,18.0,명품,본  점
197,4464000,1,4464000.0,4464000,1,1,1,1.0,0.0,0.0,0.0,,,디자이너,미아점
198,30722230,78,393875.0,19470000,32,24,10,0.16666666666666666,0.05128205128205128,0.2692307692307692,0.5128205128205128,,,축산가공,본  점
199,17930000,2,8965000.0,14630000,2,1,1,0.0,1.0,0.0,0.0,,,시티웨어,강남점
200,2476800,1,2476800.0,2476800,1,1,1,0.0,0.0,0.0,1.0,,,피혁잡화,부산본점
201,478429880,112,4271695.0,88000000,53,42,28,0.29464285714285715,0.16071428571428573,0.41964285714285715,0.125,19255000.0,9.0,남성 캐주얼,잠실점
202,806000,1,806000.0,806000,1,1,1,1.0,0.0,0.0,0.0,,,화장품,본  점
203,877500,3,292500.0,721500,2,3,3,0.3333333333333333,0.0,0.6666666666666666,0.0,,,일용잡화,본  점
204,15111000,2,7555500.0,14454000,1,2,2,0.0,1.0,0.0,0.0,,,침구/수예,노원점
205,81825270,598,136832.0,7250000,157,92,32,0.23076923076923078,0.23076923076923078,0.27424749163879597,0.26421404682274247,16984000.0,16.0,가공식품,부산본점
206,385246700,128,3009740.0,37510000,53,42,21,0.2578125,0.2109375,0.2109375,0.3203125,,,화장품,본  점
207,3306000,7,472286.0,1242000,5,7,4,0.5714285714285714,0.0,0.14285714285714285,0.2857142857142857,,,주방용품,영등포점
208,377453160,53,7121758.0,114000000,32,28,19,0.018867924528301886,0.5094339622641509,0.1509433962264151,0.32075471698113206,10500000.0,1.0,시티웨어,미아점
209,139233380,196,710374.0,17100000,30,30,15,0.17346938775510204,0.37755102040816324,0.18877551020408162,0.2602040816326531,,,농산물,영등포점
210,211517700,125,1692142.0,35715000,50,46,24,0.184,0.264,0.288,0.264,16014000.0,4.0,기타,일산점
211,2495400,7,356486.0,1875000,6,7,5,0.0,0.0,1.0,0.0,,,젓갈/반찬,본  점
212,567250,3,189083.0,560000,3,3,3,1.0,0.0,0.0,0.0,,,화장품,노원점
213,33719500,24,1404979.0,5750000,8,10,7,0.6666666666666666,0.041666666666666664,0.20833333333333334,0.08333333333333333,,,수산품,본  점
214,402450700,85,4734714.0,161000000,24,16,11,0.3176470588235294,0.32941176470588235,0.16470588235294117,0.18823529411764706,381521000.0,16.0,디자이너,본  점
215,100468740,216,465133.0,12000000,66,42,21,0.046296296296296294,0.35648148148148145,0.39814814814814814,0.19907407407407407,2967000.0,1.0,농산물,관악점
